gene,chr,strand,tss,pileup,utr,transcript
ENSMUSG00000031432,X,+,140456630,424,112,ENSMUST00000033809
ENSMUSG00000031433,X,-,139998527,36,20,ENSMUST00000113011
ENSMUSG00000031434,X,-,139871642,10,269,ENSMUST00000033811
ENSMUSG00000031441,8,+,12757066,105,248,ENSMUST00000033818
ENSMUSG00000031442,8,+,12984310,216,200,ENSMUST00000173006
ENSMUSG00000031447,8,+,13159271,1319,118,ENSMUST00000033824
ENSMUSG00000031451,8,-,13494509,280,170,ENSMUST00000033828
ENSMUSG00000031453,8,-,13677580,148,133,ENSMUST00000117551
ENSMUSG00000031458,8,-,13890244,82,9,ENSMUST00000033839
ENSMUSG00000031465,8,-,18741529,6,251,ENSMUST00000033846
ENSMUSG00000031467,8,+,18846299,146,261,ENSMUST00000149565
ENSMUSG00000031479,8,+,22192849,121,22,ENSMUST00000033866
ENSMUSG00000031486,8,+,27085563,43,20,ENSMUST00000179351
ENSMUSG00000031487,8,-,27128620,35,46,ENSMUST00000209770
ENSMUSG00000031488,8,-,27174620,20,35,ENSMUST00000054212
ENSMUSG00000031494,8,-,3748911,4,5,ENSMUST00000207979
ENSMUSG00000031495,8,-,3878880,2,397,ENSMUST00000209176
ENSMUSG00000031502,8,-,11312732,123,133,ENSMUST00000033898
ENSMUSG00000031504,8,-,11478613,14,114,ENSMUST00000033900
ENSMUSG00000031508,8,-,11635733,141,116,ENSMUST00000210530
ENSMUSG00000031511,8,+,11785252,121,464,ENSMUST00000098938
ENSMUSG00000031512,8,+,11843816,19,224,ENSMUST00000209692
ENSMUSG00000031513,8,-,34146773,247,73,ENSMUST00000033910
ENSMUSG00000031516,8,-,34108448,429,7,ENSMUST00000033913
ENSMUSG00000031517,8,+,54955180,1587,99,ENSMUST00000033915
ENSMUSG00000031520,8,+,54077189,23,417,ENSMUST00000209703
ENSMUSG00000031521,8,+,53511803,40,2,ENSMUST00000209811
ENSMUSG00000031523,8,-,36613886,80,291,ENSMUST00000033923
ENSMUSG00000031527,8,-,35495507,52,140,ENSMUST00000033927
ENSMUSG00000031530,8,+,34807344,39,385,ENSMUST00000033930
ENSMUSG00000031532,8,+,34154603,424,41,ENSMUST00000033933
ENSMUSG00000031533,8,+,22411432,121,34,ENSMUST00000033934
ENSMUSG00000031536,8,-,22653414,249,40,ENSMUST00000033938
ENSMUSG00000031545,8,-,23208363,142,17,ENSMUST00000210992
ENSMUSG00000031548,8,+,23411516,68,269,ENSMUST00000033952
ENSMUSG00000031552,8,-,24674704,8,7,ENSMUST00000033957
ENSMUSG00000031553,8,-,24725808,5,52,ENSMUST00000170318
ENSMUSG00000031555,8,-,25016885,99,104,ENSMUST00000208247
ENSMUSG00000031556,8,+,25017293,395,76,ENSMUST00000210758
ENSMUSG00000031563,8,-,47990539,67,343,ENSMUST00000057561
ENSMUSG00000031568,8,+,47533675,88,245,ENSMUST00000176379
ENSMUSG00000031570,8,+,25720088,75,2,ENSMUST00000145678
ENSMUSG00000031575,8,-,25840760,140,3,ENSMUST00000139946
ENSMUSG00000031578,8,-,31168729,83,50,ENSMUST00000033983
ENSMUSG00000031586,8,-,33929787,39,246,ENSMUST00000182987
ENSMUSG00000031590,8,-,41417075,95,1,ENSMUST00000210873
ENSMUSG00000031591,8,-,41374614,221,30,ENSMUST00000034000
ENSMUSG00000031600,8,+,40511831,206,278,ENSMUST00000098817
ENSMUSG00000031603,8,-,40308405,14,152,ENSMUST00000118639
ENSMUSG00000031605,8,-,64849936,310,278,ENSMUST00000210166
ENSMUSG00000031609,8,-,57487808,23,242,ENSMUST00000034022
ENSMUSG00000031613,8,+,56294603,80,17,ENSMUST00000034026
ENSMUSG00000031617,8,-,77610601,192,90,ENSMUST00000141202
ENSMUSG00000031622,8,+,72723305,698,5,ENSMUST00000212095
ENSMUSG00000031629,8,+,46552055,9,32,ENSMUST00000210368
ENSMUSG00000031633,8,-,46211018,3348,96,ENSMUST00000034049
ENSMUSG00000031636,8,+,45885536,17,44,ENSMUST00000210422
ENSMUSG00000031641,8,+,61487751,87,98,ENSMUST00000126575
ENSMUSG00000031652,8,-,86885265,55,7,ENSMUST00000209389
ENSMUSG00000031654,8,-,87472545,14,305,ENSMUST00000034076
ENSMUSG00000031657,8,+,88137886,87,134,ENSMUST00000034079
ENSMUSG00000031660,8,-,88362158,139,204,ENSMUST00000034085
ENSMUSG00000031661,8,+,88521376,16,131,ENSMUST00000034086
ENSMUSG00000031666,8,+,91070096,169,80,ENSMUST00000211136
ENSMUSG00000031668,6,+,70844560,67,166,ENSMUST00000034093
ENSMUSG00000031671,8,+,95715933,70,4,ENSMUST00000034096
ENSMUSG00000031672,8,-,95888382,1145,77,ENSMUST00000034097
ENSMUSG00000031684,8,+,78509391,29,184,ENSMUST00000209992
ENSMUSG00000031696,8,-,85299506,412,49,ENSMUST00000034131
ENSMUSG00000031697,8,+,85299925,163,3,ENSMUST00000210146
ENSMUSG00000031700,8,+,85492607,217,320,ENSMUST00000132932
ENSMUSG00000031701,8,-,85555334,561,87,ENSMUST00000034138
ENSMUSG00000031703,8,-,85840740,382,2,ENSMUST00000034140
ENSMUSG00000031708,8,-,83594441,1557,87,ENSMUST00000212630
ENSMUSG00000031710,8,+,83290454,4,129,ENSMUST00000034146
ENSMUSG00000031715,8,-,80739296,55,200,ENSMUST00000043359
ENSMUSG00000031722,8,-,109579043,3,29,ENSMUST00000074898
ENSMUSG00000031730,8,-,109608373,36,1,ENSMUST00000143900
ENSMUSG00000031732,8,+,109868570,81,49,ENSMUST00000179721
ENSMUSG00000031738,8,+,92674965,6,70,ENSMUST00000034185
ENSMUSG00000031749,8,+,110919906,42,16,ENSMUST00000138332
ENSMUSG00000031750,8,-,110755627,130,369,ENSMUST00000076846
ENSMUSG00000031751,8,-,94012596,121,135,ENSMUST00000053766
ENSMUSG00000031753,8,+,110847043,156,8,ENSMUST00000172668
ENSMUSG00000031754,8,-,94037003,461,111,ENSMUST00000034204
ENSMUSG00000031757,8,+,94136962,6,280,ENSMUST00000034207
ENSMUSG00000031758,8,-,116732845,26,24,ENSMUST00000109102
ENSMUSG00000031760,8,+,94152752,6448,48,ENSMUST00000211915
ENSMUSG00000031762,8,+,94172795,5014,53,ENSMUST00000034214
ENSMUSG00000031765,8,+,94179245,7995,66,ENSMUST00000034215
ENSMUSG00000031767,8,+,114133624,38,42,ENSMUST00000147605
ENSMUSG00000031770,8,+,94386512,232,80,ENSMUST00000034220
ENSMUSG00000031772,8,+,112570055,101,80,ENSMUST00000034225
ENSMUSG00000031775,8,-,94696227,436,57,ENSMUST00000034227
ENSMUSG00000031776,8,+,94666665,312,199,ENSMUST00000034228
ENSMUSG00000031778,8,+,94772212,3456,53,ENSMUST00000211947
ENSMUSG00000031782,8,+,94838420,318,2,ENSMUST00000034234
ENSMUSG00000031791,8,+,72572053,165,51,ENSMUST00000211914
ENSMUSG00000031792,8,+,95332311,29,51,ENSMUST00000213059
ENSMUSG00000031796,8,-,95434790,193,219,ENSMUST00000034249
ENSMUSG00000031799,8,+,72135310,68,12,ENSMUST00000003575
ENSMUSG00000031807,8,+,71592211,143,6,ENSMUST00000034264
ENSMUSG00000031812,8,+,121590471,812,54,ENSMUST00000034270
ENSMUSG00000031813,8,+,71542948,79,26,ENSMUST00000212954
ENSMUSG00000031816,8,-,121108302,66,34,ENSMUST00000128052
ENSMUSG00000031819,8,-,120668067,93,89,ENSMUST00000181950
ENSMUSG00000031826,8,+,119910842,268,77,ENSMUST00000108988
ENSMUSG00000031827,8,-,119840535,366,135,ENSMUST00000211873
ENSMUSG00000031831,8,+,119575313,7,49,ENSMUST00000093100
ENSMUSG00000031839,8,+,119344519,1912,57,ENSMUST00000212468
ENSMUSG00000031843,8,-,117801908,73,6,ENSMUST00000034303
ENSMUSG00000031848,8,+,70673406,74,49,ENSMUST00000034311
ENSMUSG00000031851,8,+,125734243,34,73,ENSMUST00000034313
ENSMUSG00000031858,8,-,70042687,307,2,ENSMUST00000212451
ENSMUSG00000031860,8,+,69832685,47,24,ENSMUST00000131637
ENSMUSG00000031862,8,+,69791250,187,5,ENSMUST00000034326
ENSMUSG00000031864,8,+,68793987,146,33,ENSMUST00000110242
ENSMUSG00000031865,6,+,83186129,535,287,ENSMUST00000113907
ENSMUSG00000031875,8,+,104340692,9,57,ENSMUST00000211885
ENSMUSG00000031878,8,-,104534583,251,19,ENSMUST00000034349
ENSMUSG00000031883,8,+,104540807,59,79,ENSMUST00000056051
ENSMUSG00000031885,8,+,105170939,20,37,ENSMUST00000052209
ENSMUSG00000031889,8,+,105225205,240,218,ENSMUST00000141957
ENSMUSG00000031893,8,+,105827775,10,12,ENSMUST00000212566
ENSMUSG00000031902,8,+,106059602,61,289,ENSMUST00000109308
ENSMUSG00000031903,8,+,106150383,63,16,ENSMUST00000212059
ENSMUSG00000031907,8,+,106415351,33,387,ENSMUST00000213045
ENSMUSG00000031913,8,+,107031339,607,132,ENSMUST00000034388
ENSMUSG00000031916,8,-,107056656,154,1,ENSMUST00000095517
ENSMUSG00000031917,8,+,107056907,102,28,ENSMUST00000034392
ENSMUSG00000031922,9,-,13827076,28,176,ENSMUST00000147115
ENSMUSG00000031924,8,+,107150660,392,52,ENSMUST00000034400
ENSMUSG00000031932,9,+,14860245,47,289,ENSMUST00000034408
ENSMUSG00000031933,9,-,14902864,2,344,ENSMUST00000034409
ENSMUSG00000031934,9,-,15045441,34,404,ENSMUST00000056755
ENSMUSG00000031935,9,-,15279885,83,92,ENSMUST00000216406
ENSMUSG00000031937,9,+,15239198,23,73,ENSMUST00000034413
ENSMUSG00000031950,8,+,111940727,771,92,ENSMUST00000034428
ENSMUSG00000031951,8,-,111933769,120,3,ENSMUST00000211866
ENSMUSG00000031953,8,-,111876694,12,59,ENSMUST00000034431
ENSMUSG00000031954,8,-,111854308,689,101,ENSMUST00000034432
ENSMUSG00000031955,8,-,111743824,149,15,ENSMUST00000212147
ENSMUSG00000031958,8,-,111630317,17,7,ENSMUST00000070004
ENSMUSG00000031959,8,-,111522074,35,93,ENSMUST00000038193
ENSMUSG00000031967,8,+,123477899,58,4,ENSMUST00000152469
ENSMUSG00000031970,8,-,123515368,16,3,ENSMUST00000177240
ENSMUSG00000031974,8,-,123982836,17,23,ENSMUST00000075578
ENSMUSG00000031979,8,+,124520838,53,42,ENSMUST00000034460
ENSMUSG00000031985,8,+,124863075,159,163,ENSMUST00000161986
ENSMUSG00000031986,8,+,124897896,32,262,ENSMUST00000034467
ENSMUSG00000031987,8,-,124949223,63,169,ENSMUST00000034469
ENSMUSG00000031988,9,-,27030016,176,395,ENSMUST00000034470
ENSMUSG00000031990,9,-,27155377,210,11,ENSMUST00000034472
ENSMUSG00000031993,9,+,30427075,184,33,ENSMUST00000216545
ENSMUSG00000031996,9,-,31211799,1186,72,ENSMUST00000213254
ENSMUSG00000031997,9,+,8544111,53,321,ENSMUST00000050433
ENSMUSG00000032002,9,+,7184561,662,236,ENSMUST00000034499
ENSMUSG00000032009,9,+,14276342,332,210,ENSMUST00000208222
ENSMUSG00000032010,9,+,44084955,162,234,ENSMUST00000065461
ENSMUSG00000032014,9,-,43239792,35,219,ENSMUST00000034512
ENSMUSG00000032015,9,-,43206086,6,405,ENSMUST00000176636
ENSMUSG00000032020,9,-,41157705,21,279,ENSMUST00000044155
ENSMUSG00000032026,9,-,48480590,140,37,ENSMUST00000213895
ENSMUSG00000032030,9,-,53667464,98,178,ENSMUST00000166367
ENSMUSG00000032036,9,+,34488828,133,276,ENSMUST00000184203
ENSMUSG00000032040,9,-,35175986,51,18,ENSMUST00000155139
ENSMUSG00000032042,9,+,35211214,370,75,ENSMUST00000034541
ENSMUSG00000032044,9,+,35267889,45,1,ENSMUST00000034543
ENSMUSG00000032046,2,-,150904657,464,110,ENSMUST00000141899
ENSMUSG00000032047,9,-,53610332,373,57,ENSMUST00000034547
ENSMUSG00000032051,9,-,51963553,42,86,ENSMUST00000214013
ENSMUSG00000032059,9,+,50775325,101,60,ENSMUST00000034561
ENSMUSG00000032060,9,+,50753238,682,39,ENSMUST00000217475
ENSMUSG00000032067,9,-,50528646,92,10,ENSMUST00000034570
ENSMUSG00000032076,9,+,47530365,1554,8,ENSMUST00000152459
ENSMUSG00000032077,9,+,46283024,84,7,ENSMUST00000074957
ENSMUSG00000032078,9,+,46273178,58,19,ENSMUST00000156440
ENSMUSG00000032081,9,-,46235264,19,9,ENSMUST00000121916
ENSMUSG00000032086,9,+,45838598,293,430,ENSMUST00000034591
ENSMUSG00000032089,9,-,45269129,35,57,ENSMUST00000176808
ENSMUSG00000032096,9,-,44767797,357,125,ENSMUST00000034607
ENSMUSG00000032097,9,+,44604695,297,197,ENSMUST00000213697
ENSMUSG00000032099,9,-,35612159,3,313,ENSMUST00000034610
ENSMUSG00000032101,9,-,35558517,131,117,ENSMUST00000034612
ENSMUSG00000032112,9,-,44407306,120,5,ENSMUST00000217163
ENSMUSG00000032120,9,-,44320251,604,363,ENSMUST00000214602
ENSMUSG00000032122,9,-,37255406,35,49,ENSMUST00000115068
ENSMUSG00000032123,9,+,44326858,94,181,ENSMUST00000054708
ENSMUSG00000032125,9,+,37402045,16,7,ENSMUST00000214185
ENSMUSG00000032126,9,-,44344165,126,123,ENSMUST00000077353
ENSMUSG00000032135,9,+,44134668,74,22,ENSMUST00000034650
ENSMUSG00000032171,9,+,20652135,243,5,ENSMUST00000034689
ENSMUSG00000032172,9,-,20726971,77,191,ENSMUST00000217198
ENSMUSG00000032174,9,+,21032084,1106,46,ENSMUST00000019616
ENSMUSG00000032177,9,+,21196765,356,348,ENSMUST00000003395
ENSMUSG00000032181,9,-,75684009,776,284,ENSMUST00000213324
ENSMUSG00000032182,9,-,21592754,62,196,ENSMUST00000078572
ENSMUSG00000032184,9,+,75625758,185,7,ENSMUST00000034702
ENSMUSG00000032185,9,+,21546902,157,106,ENSMUST00000034703
ENSMUSG00000032192,9,+,75314207,127,65,ENSMUST00000215002
ENSMUSG00000032193,9,+,21723651,53,127,ENSMUST00000213114
ENSMUSG00000032198,9,-,21852611,40,23,ENSMUST00000034728
ENSMUSG00000032199,9,-,71485918,236,122,ENSMUST00000034720
ENSMUSG00000032212,9,+,70542909,162,11,ENSMUST00000217593
ENSMUSG00000032215,9,+,73113461,292,42,ENSMUST00000113505
ENSMUSG00000032216,9,+,72662459,1064,98,ENSMUST00000034740
ENSMUSG00000032217,9,-,70503731,65,6,ENSMUST00000213694
ENSMUSG00000032218,9,-,70421536,4,96,ENSMUST00000034742
ENSMUSG00000032220,9,+,70207355,69,346,ENSMUST00000214042
ENSMUSG00000032221,9,+,72438586,25,91,ENSMUST00000183809
ENSMUSG00000032238,9,+,69289934,99,87,ENSMUST00000113624
ENSMUSG00000032239,9,-,22468336,207,135,ENSMUST00000034763
ENSMUSG00000032243,9,+,62677860,39,85,ENSMUST00000034774
ENSMUSG00000032245,9,+,62838806,73,75,ENSMUST00000034776
ENSMUSG00000032246,9,+,62858112,59,47,ENSMUST00000034777
ENSMUSG00000032249,9,+,62341383,622,118,ENSMUST00000085519
ENSMUSG00000032253,9,-,82975421,135,130,ENSMUST00000034787
ENSMUSG00000032254,9,-,61946763,4,141,ENSMUST00000034815
ENSMUSG00000032262,9,-,83806244,198,206,ENSMUST00000034796
ENSMUSG00000032263,9,+,83925160,165,10,ENSMUST00000190637
ENSMUSG00000032264,9,+,49055603,52,10,ENSMUST00000215706
ENSMUSG00000032265,9,-,85327273,19,266,ENSMUST00000034802
ENSMUSG00000032267,9,+,48985394,36,87,ENSMUST00000213874
ENSMUSG00000032271,9,-,48604968,2,10,ENSMUST00000119426
ENSMUSG00000032279,9,+,54586492,1003,25,ENSMUST00000215273
ENSMUSG00000032281,9,-,54661678,465,8,ENSMUST00000034822
ENSMUSG00000032285,9,+,54699562,260,167,ENSMUST00000154690
ENSMUSG00000032288,9,+,56937496,229,11,ENSMUST00000034827
ENSMUSG00000032289,9,-,60141224,72,166,ENSMUST00000034829
ENSMUSG00000032293,9,+,54863772,272,17,ENSMUST00000214023
ENSMUSG00000032295,9,+,57130773,69,16,ENSMUST00000034836
ENSMUSG00000032299,9,-,57158292,138,18,ENSMUST00000065358
ENSMUSG00000032303,9,-,55026546,13,137,ENSMUST00000214204
ENSMUSG00000032306,9,-,57552736,180,17,ENSMUST00000034856
ENSMUSG00000032307,9,+,55149393,56,242,ENSMUST00000121677
ENSMUSG00000032308,9,+,57589548,29,37,ENSMUST00000053230
ENSMUSG00000032309,9,+,55208970,113,82,ENSMUST00000140375
ENSMUSG00000032314,9,-,55512158,122,89,ENSMUST00000034866
ENSMUSG00000032316,9,-,57765569,29,52,ENSMUST00000065330
ENSMUSG00000032320,9,+,56041877,592,175,ENSMUST00000114276
ENSMUSG00000032324,9,-,56160942,854,80,ENSMUST00000034876
ENSMUSG00000032328,9,-,79793330,640,120,ENSMUST00000034878
ENSMUSG00000032330,9,-,79759697,375,40,ENSMUST00000034881
ENSMUSG00000032333,9,+,58253236,66,31,ENSMUST00000216877
ENSMUSG00000032334,9,-,58313189,20,303,ENSMUST00000061799
ENSMUSG00000032336,9,+,58582413,1539,23,ENSMUST00000176557
ENSMUSG00000032340,9,-,59036417,111,289,ENSMUST00000068664
ENSMUSG00000032342,9,+,78448222,154,75,ENSMUST00000034896
ENSMUSG00000032346,9,-,78378545,8,17,ENSMUST00000034900
ENSMUSG00000032350,9,+,77754599,195,211,ENSMUST00000034905
ENSMUSG00000032352,9,-,77544825,12,202,ENSMUST00000183873
ENSMUSG00000032353,9,-,89704966,69,41,ENSMUST00000058488
ENSMUSG00000032355,9,-,77251843,103,52,ENSMUST00000183955
ENSMUSG00000032356,9,+,89909919,2543,79,ENSMUST00000034912
ENSMUSG00000032360,9,-,76323543,13,39,ENSMUST00000184757
ENSMUSG00000032366,9,-,67043904,198,195,ENSMUST00000139046
ENSMUSG00000032370,9,-,66975404,50,13,ENSMUST00000215172
ENSMUSG00000032373,9,+,66713736,493,113,ENSMUST00000071889
ENSMUSG00000032374,9,+,92542286,27,174,ENSMUST00000070522
ENSMUSG00000032375,9,-,66795472,51,107,ENSMUST00000168309
ENSMUSG00000032376,9,-,66592998,32,124,ENSMUST00000098613
ENSMUSG00000032381,9,+,66126728,52,119,ENSMUST00000034945
ENSMUSG00000032382,9,-,66124829,206,64,ENSMUST00000034946
ENSMUSG00000032383,9,+,66060251,546,15,ENSMUST00000034947
ENSMUSG00000032386,9,-,65885029,95,1,ENSMUST00000119245
ENSMUSG00000032387,9,+,65630590,15,239,ENSMUST00000169003
ENSMUSG00000032396,9,-,64341147,34,16,ENSMUST00000168844
ENSMUSG00000032398,9,+,64179316,127,15,ENSMUST00000034965
ENSMUSG00000032399,9,+,64173385,3816,46,ENSMUST00000034966
ENSMUSG00000032402,9,-,63758173,47,179,ENSMUST00000133108
ENSMUSG00000032403,9,-,63399268,63,22,ENSMUST00000185528
ENSMUSG00000032410,9,+,95954795,132,74,ENSMUST00000034981
ENSMUSG00000032412,9,-,96364304,484,150,ENSMUST00000034983
ENSMUSG00000032413,9,-,96631494,74,1,ENSMUST00000034984
ENSMUSG00000032415,9,-,86464925,11,108,ENSMUST00000034986
ENSMUSG00000032418,9,-,86695901,125,151,ENSMUST00000034989
ENSMUSG00000032419,9,-,87731234,19,390,ENSMUST00000034991
ENSMUSG00000032422,9,-,88438910,291,22,ENSMUST00000174806
ENSMUSG00000032431,9,-,114390649,45,50,ENSMUST00000084881
ENSMUSG00000032434,9,+,114731224,49,12,ENSMUST00000035007
ENSMUSG00000032435,9,+,114688813,198,69,ENSMUST00000047404
ENSMUSG00000032436,9,-,114781827,9,25,ENSMUST00000035009
ENSMUSG00000032437,9,-,115310111,68,55,ENSMUST00000035010
ENSMUSG00000032440,9,-,116175272,43,235,ENSMUST00000035014
ENSMUSG00000032449,9,-,97111124,94,173,ENSMUST00000085206
ENSMUSG00000032452,9,-,98033193,323,218,ENSMUST00000162295
ENSMUSG00000032458,9,+,98563733,353,88,ENSMUST00000035033
ENSMUSG00000032459,9,-,98601647,267,3,ENSMUST00000035034
ENSMUSG00000032469,9,+,99575817,32,112,ENSMUST00000066650
ENSMUSG00000032481,9,+,110132061,83,56,ENSMUST00000197480
ENSMUSG00000032482,9,+,110245462,313,136,ENSMUST00000035058
ENSMUSG00000032487,1,+,150100118,204,106,ENSMUST00000035065
ENSMUSG00000032492,9,-,110742546,16,246,ENSMUST00000196057
ENSMUSG00000032498,9,-,111271532,56,8,ENSMUST00000135218
ENSMUSG00000032500,9,+,111439114,49,151,ENSMUST00000111879
ENSMUSG00000032501,15,+,59648672,28,491,ENSMUST00000118228
ENSMUSG00000032502,9,-,111690304,15,196,ENSMUST00000035083
ENSMUSG00000032504,9,-,113708214,170,107,ENSMUST00000035086
ENSMUSG00000032507,9,-,114026725,152,30,ENSMUST00000117537
ENSMUSG00000032508,9,-,119339998,19,39,ENSMUST00000035092
ENSMUSG00000032512,9,+,119894909,411,1,ENSMUST00000217472
ENSMUSG00000032513,9,-,119937524,48,7,ENSMUST00000035099
ENSMUSG00000032514,9,+,119937648,22,76,ENSMUST00000035100
ENSMUSG00000032519,9,+,120110396,74,48,ENSMUST00000035106
ENSMUSG00000032525,9,+,121719272,118,216,ENSMUST00000182763
ENSMUSG00000032527,9,-,101034891,15,34,ENSMUST00000035116
ENSMUSG00000032528,9,+,121642580,121,136,ENSMUST00000213272
ENSMUSG00000032534,9,-,102626212,38,231,ENSMUST00000216281
ENSMUSG00000032537,9,-,102354653,172,314,ENSMUST00000085169
ENSMUSG00000032540,9,+,122351736,46,51,ENSMUST00000035128
ENSMUSG00000032547,9,+,102834922,103,134,ENSMUST00000175883
ENSMUSG00000032549,9,+,103111827,737,330,ENSMUST00000035155
ENSMUSG00000032551,9,-,122950966,102,54,ENSMUST00000035154
ENSMUSG00000032553,9,-,103202062,108,3,ENSMUST00000035157
ENSMUSG00000032554,9,-,103230266,685,50,ENSMUST00000035158
ENSMUSG00000032555,9,+,103305192,40,23,ENSMUST00000185721
ENSMUSG00000032557,9,-,104063082,138,136,ENSMUST00000140768
ENSMUSG00000032558,9,+,104002773,31,8,ENSMUST00000193439
ENSMUSG00000032562,9,-,107635326,1181,109,ENSMUST00000193876
ENSMUSG00000032563,9,+,105053287,226,134,ENSMUST00000190492
ENSMUSG00000032565,9,-,105131794,47,14,ENSMUST00000035179
ENSMUSG00000032575,9,-,106891936,166,38,ENSMUST00000159283
ENSMUSG00000032577,9,-,107289759,5,415,ENSMUST00000192054
ENSMUSG00000032578,9,+,107296713,27,302,ENSMUST00000167072
ENSMUSG00000032584,9,+,107906902,26,243,ENSMUST00000035203
ENSMUSG00000032589,9,-,108190358,1243,100,ENSMUST00000035208
ENSMUSG00000032590,9,-,108094456,50,10,ENSMUST00000193254
ENSMUSG00000032593,9,+,108053150,7,230,ENSMUST00000085060
ENSMUSG00000032595,9,+,107992492,23,5,ENSMUST00000176919
ENSMUSG00000032596,9,+,107975606,11,79,ENSMUST00000177392
ENSMUSG00000032598,9,+,108808423,197,61,ENSMUST00000195323
ENSMUSG00000032601,9,+,108692171,85,286,ENSMUST00000035220
ENSMUSG00000032602,9,+,108662157,41,71,ENSMUST00000035222
ENSMUSG00000032604,9,+,108508079,205,4,ENSMUST00000006838
ENSMUSG00000032606,9,+,108290468,465,63,ENSMUST00000035227
ENSMUSG00000032607,9,+,108296921,42,15,ENSMUST00000035230
ENSMUSG00000032612,9,+,108347902,100,16,ENSMUST00000194959
ENSMUSG00000032615,11,+,59848096,66,34,ENSMUST00000102695
ENSMUSG00000032621,13,-,103774505,211,46,ENSMUST00000074616
ENSMUSG00000032625,6,-,12749194,59,241,ENSMUST00000119581
ENSMUSG00000032637,7,-,126503431,199,239,ENSMUST00000206577
ENSMUSG00000032640,7,+,66109496,48,415,ENSMUST00000036372
ENSMUSG00000032641,6,-,134887785,44,38,ENSMUST00000215088
ENSMUSG00000032648,19,+,6384422,129,57,ENSMUST00000035269
ENSMUSG00000032652,6,+,134830173,50,257,ENSMUST00000046303
ENSMUSG00000032666,1,-,152090267,89,142,ENSMUST00000128433
ENSMUSG00000032667,6,-,5298306,200,21,ENSMUST00000057792
ENSMUSG00000032671,2,+,104122782,4,49,ENSMUST00000040374
ENSMUSG00000032673,11,-,29515007,12,7,ENSMUST00000133103
ENSMUSG00000032680,2,+,152427699,12,56,ENSMUST00000128737
ENSMUSG00000032688,18,+,65430975,19,197,ENSMUST00000049248
ENSMUSG00000032714,10,-,78591897,28,8,ENSMUST00000040580
ENSMUSG00000032719,1,-,15892684,7,32,ENSMUST00000040695
ENSMUSG00000032724,2,+,103566316,32,411,ENSMUST00000076212
ENSMUSG00000032727,13,+,111686339,64,7,ENSMUST00000109272
ENSMUSG00000032737,7,-,101836932,13,180,ENSMUST00000185929
ENSMUSG00000032750,X,-,75084755,19,16,ENSMUST00000037374
ENSMUSG00000032757,6,-,4086918,125,123,ENSMUST00000049166
ENSMUSG00000032766,6,+,4004279,65,37,ENSMUST00000031670
ENSMUSG00000032777,7,-,125707684,375,7,ENSMUST00000055506
ENSMUSG00000032782,11,-,69323872,22,97,ENSMUST00000156671
ENSMUSG00000032788,10,-,78464920,236,73,ENSMUST00000041616
ENSMUSG00000032807,11,+,69157077,53,170,ENSMUST00000036424
ENSMUSG00000032816,9,+,65101494,41,41,ENSMUST00000213533
ENSMUSG00000032834,10,-,78185107,56,19,ENSMUST00000042556
ENSMUSG00000032839,9,-,95750322,70,435,ENSMUST00000053785
ENSMUSG00000032842,17,-,46327960,16,28,ENSMUST00000047970
ENSMUSG00000032849,14,-,118706197,29,88,ENSMUST00000036554
ENSMUSG00000032855,17,+,24550058,137,205,ENSMUST00000228550
ENSMUSG00000032867,5,-,118155398,65,17,ENSMUST00000049474
ENSMUSG00000032869,2,-,151741240,92,101,ENSMUST00000155939
ENSMUSG00000032870,4,-,121017218,345,367,ENSMUST00000043200
ENSMUSG00000032872,9,+,87022064,65,115,ENSMUST00000168529
ENSMUSG00000032875,7,-,100894687,216,101,ENSMUST00000209041
ENSMUSG00000032889,11,-,28339910,33,96,ENSMUST00000042595
ENSMUSG00000032892,11,-,68973819,9,101,ENSMUST00000038644
